sector_code,municipality_name,municipality_code,sector_situation,MR_name,sector_type,avg_income,total_households,piped_water,well_spring_water,stored_rainwater,other_water_source,private_bathroom,bathroom_sewerage,bathroom_septic_tank,bathroom_cesspit,bathroom_ditch,bathroom_waterbodies,bathroom_other
150080005000001,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,1,2978,383,219,161,0,3,383,216,160,0,7,0,0
150080005000002,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,1,656,287,6,272,0,9,287,24,94,165,4,0,0
150080005000003,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,0,544,195,4,186,0,5,195,4,4,180,7,0,0
150080005000004,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,1,1028,239,20,215,0,4,239,10,228,1,0,0,0
150080005000005,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,1,1084,237,156,65,0,16,233,0,214,4,5,0,10
150080005000006,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,1,1473,185,174,11,0,0,184,131,9,44,0,0,0
150080005000007,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,1,1087,303,302,1,0,0,303,220,83,0,0,0,0
150080005000008,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,0,471,296,80,205,0,11,284,17,207,30,30,0,0
150080005000009,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,0,776,252,96,133,0,23,243,30,13,199,0,0,1
150080005000010,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,0,482,332,129,149,0,54,313,43,263,3,2,2,0
150080005000011,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,0,422,278,4,207,0,67,271,27,7,187,24,14,12
150080005000012,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,0,513,322,11,257,0,54,302,1,0,250,5,0,46
150080005000013,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,1,859,254,27,225,0,2,254,3,47,183,21,0,0
150080005000014,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,0,599,305,132,159,0,14,300,42,1,255,0,0,2
150080005000015,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,1,790,229,36,187,0,6,227,0,10,216,0,0,1
150080005000016,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,0,364,443,15,346,0,82,402,2,0,343,2,0,55
150080005000017,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,0,582,311,136,175,0,0,311,25,3,280,0,1,2
150080005000018,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,0,547,447,10,378,0,59,443,85,192,162,0,2,2
150080005000019,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,0,625,322,72,224,0,26,310,74,156,75,0,0,5
150080005000020,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,0,513,257,25,211,0,21,249,0,7,224,5,0,13
150080005000021,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,0,650,151,4,134,0,13,146,2,133,6,1,0,4
150080005000022,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,0,554,154,7,128,0,19,151,14,22,105,0,0,10
150080005000023,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,0,400,191,0,185,0,6,191,0,191,0,0,0,0
150080005000024,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,0,544,123,3,92,0,28,123,0,119,3,0,1,0
150080005000025,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,0,665,181,1,166,0,14,179,0,178,1,0,0,0
150080005000026,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,0,514,149,0,139,0,10,149,0,148,0,1,0,0
150080005000027,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,0,495,143,5,136,0,2,143,0,134,8,0,0,1
150080005000028,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,0,819,264,258,6,0,0,264,23,240,1,0,0,0
150080005000029,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,0,1041,277,269,0,0,8,277,17,1,259,0,0,0
150080005000030,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,1,630,251,1,240,0,10,249,1,14,217,0,0,17
150080005000031,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,1,320,270,4,238,0,28,270,0,235,31,3,0,1
150080005000032,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,1,553,340,2,322,0,16,330,1,24,297,3,0,5
150080005000033,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,0,390,181,0,122,0,59,180,0,49,120,0,0,11
150080005000034,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,0,1202,257,3,252,0,2,254,33,219,2,0,0,0
150080005000035,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,0,931,279,1,240,0,38,276,38,237,0,0,0,1
150080005000036,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,1,1001,108,11,97,0,0,107,27,80,0,0,0,0
150080005000037,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,0,568,203,0,195,0,8,200,0,7,188,1,0,4
150080005000038,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,0,1005,306,14,268,0,24,296,15,207,60,10,0,4
150080005000039,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,1,693,275,28,229,0,18,273,7,246,18,0,0,2
150080005000040,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,1,467,231,7,214,0,10,229,6,137,83,1,0,2
150080005000041,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,1,2111,280,233,29,0,18,280,91,62,125,1,0,1
150080005000042,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,1,2069,368,330,37,0,1,366,39,321,6,0,0,0
150080005000043,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,1,2787,143,120,22,0,1,143,32,109,2,0,0,0
150080005000044,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,0,937,252,3,246,0,3,251,47,6,180,11,7,0
150080005000045,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,1,706,351,34,258,0,59,327,10,9,247,56,0,5
150080005000046,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,1,848,549,160,344,0,45,548,255,251,15,15,1,11
150080005000047,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,0,398,377,4,344,0,29,348,1,82,265,0,0,0
150080005000048,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,1,1828,167,134,29,0,4,167,45,113,9,0,0,0
150080005000049,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,0,336,422,49,309,0,64,409,11,8,375,0,2,13
150080005000050,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,1,763,378,4,368,0,6,378,8,11,350,4,0,5
150080005000051,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,0,513,170,0,154,0,16,163,0,162,1,0,0,0
150080005000052,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,0,719,323,2,291,1,29,319,26,241,5,29,5,13
150080005000053,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,1,848,308,18,288,0,2,308,13,13,282,0,0,0
150080005000054,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,1,774,150,0,144,0,6,150,1,1,148,0,0,0
150080005000055,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,1,925,206,1,202,1,2,205,65,139,1,0,0,0
150080005000056,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,1,485,235,1,190,0,44,235,0,7,191,0,12,25
150080005000057,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,1,774,64,0,44,0,20,62,0,7,48,0,0,7
150080005000058,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,0,747,275,0,234,0,41,263,4,204,43,12,0,0
150080005000059,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,0,2584,240,55,181,0,4,236,75,142,15,4,0,0
150080005000060,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,1,1011,216,202,13,0,1,216,201,2,13,0,0,0
150080005000061,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,1,2208,207,0,154,0,53,207,4,148,54,1,0,0
150080005000062,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,1,894,267,0,241,0,26,266,0,0,266,0,0,0
150080005000063,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,1,811,187,4,178,0,5,184,2,32,147,0,2,1
150080005000064,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,1,767,186,62,123,0,1,186,1,1,184,0,0,0
150080005000065,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,1,2116,316,146,169,0,1,316,122,8,185,0,0,1
150080005000066,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,1,2231,176,100,32,0,44,176,0,134,16,0,0,26
150080005000067,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,1,1879,261,224,36,0,1,261,179,2,80,0,0,0
150080005000068,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,1,1759,300,258,41,0,1,300,1,280,19,0,0,0
150080005000069,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,0,1591,217,73,143,0,1,215,37,178,0,0,0,0
150080005000070,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,0,647,179,164,15,0,0,178,53,122,3,0,0,0
150080005000071,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,1,3011,453,258,162,0,33,451,21,394,29,6,0,1
150080005000072,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,1,1756,257,116,56,0,85,256,94,140,18,1,0,3
150080005000073,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,0,795,206,189,16,0,1,206,204,0,1,1,0,0
150080005000074,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,1,1114,344,245,97,0,2,344,89,56,186,13,0,0
150080005000075,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,1,2461,406,355,49,0,2,406,316,80,9,0,0,1
150080005000076,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,1,1092,152,5,10,0,137,152,28,117,7,0,0,0
150080005000077,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,1,884,281,205,69,0,7,281,65,172,20,22,0,2
150080005000078,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,1,1034,269,188,76,0,5,269,75,5,189,0,0,0
150080005000079,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,1,644,160,115,45,0,0,160,40,6,113,0,0,1
150080005000080,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,1,719,423,320,102,0,1,423,147,20,255,1,0,0
150080005000081,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,0,664,257,196,54,0,7,256,5,243,7,0,0,1
150080005000082,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,0,1066,287,141,143,0,3,287,62,3,222,0,0,0
150080005000083,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,1,1269,163,76,85,0,2,162,57,1,104,0,0,0
150080005000084,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,0,1031,153,89,62,0,2,153,35,14,104,0,0,0
150080005000085,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,0,855,135,87,45,0,3,134,3,126,4,0,0,1
150080005000086,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,0,712,111,101,10,0,0,111,84,27,0,0,0,0
150080005000087,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,0,930,288,253,34,0,1,288,110,13,164,1,0,0
150080005000088,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,0,873,204,179,24,0,1,204,53,27,121,3,0,0
150080005000089,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,0,698,166,129,34,0,3,166,30,25,100,6,0,5
150080005000090,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,0,628,182,156,26,0,0,182,43,136,3,0,0,0
150080005000091,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,0,714,238,207,30,0,1,236,118,116,2,0,0,0
150080005000092,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,0,507,316,247,69,0,0,316,48,265,2,0,0,1
150080005000093,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,0,1168,164,126,37,0,1,164,11,134,6,13,0,0
150080005000094,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,1,2397,339,3,335,0,1,339,0,326,12,1,0,0
150080005000095,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,0,1086,385,241,141,0,3,384,38,335,11,0,0,0
150080005000096,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,0,748,228,179,49,0,0,228,111,116,0,1,0,0
150080005000097,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,0,783,201,170,31,0,0,201,6,6,189,0,0,0
150080005000098,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,0,746,193,187,6,0,0,193,75,96,0,21,0,1
150080005000099,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,0,710,292,273,17,0,2,288,23,9,251,4,0,1
150080005000100,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,0,630,283,274,8,0,1,283,117,12,145,5,0,4
150080005000101,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,0,1037,200,30,129,0,41,196,6,86,79,25,0,0
150080005000102,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,0,753,332,244,71,0,17,330,145,159,20,6,0,0
150080005000103,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,0,760,298,231,49,0,18,295,56,213,0,24,0,2
150080005000104,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,0,562,302,294,8,0,0,302,90,28,0,184,0,0
150080005000105,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,0,931,172,120,49,0,3,171,18,130,0,23,0,0
150080005000106,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,0,749,280,239,35,0,6,279,33,208,18,14,0,6
150080005000107,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,0,765,181,86,94,0,1,181,13,8,153,6,1,0
150080005000108,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,0,693,196,120,74,0,2,189,10,177,2,0,0,0
150080005000109,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,0,444,285,277,8,0,0,276,61,106,2,107,0,0
150080005000110,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,0,752,205,192,9,0,4,205,128,76,1,0,0,0
150080005000111,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,0,1020,170,10,150,0,10,170,11,66,93,0,0,0
150080005000112,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,1,1072,170,132,34,0,4,170,76,9,55,30,0,0
150080005000113,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,0,500,771,618,132,0,21,726,73,304,194,154,0,1
150080005000114,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,0,763,220,126,92,0,2,220,3,214,3,0,0,0
150080005000115,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,1,1917,169,2,49,0,118,169,67,101,1,0,0,0
150080005000116,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,0,1127,254,4,178,0,72,253,11,4,199,35,3,1
150080005000117,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,0,819,219,1,212,0,6,219,16,197,1,5,0,0
150080005000118,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,1,1823,149,2,79,0,68,149,20,129,0,0,0,0
150080005000119,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,1,984,350,169,180,0,1,350,7,337,5,0,0,1
150080005000120,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,0,825,288,1,233,0,54,284,22,228,13,4,16,1
150080005000121,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,0,667,181,0,97,0,84,178,0,172,5,0,0,1
150080005000122,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,1,4923,310,9,271,0,30,308,4,286,16,0,0,2
150080005000123,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,0,627,166,160,6,0,0,162,0,8,137,0,16,1
150080005000124,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,0,768,181,169,11,0,1,181,39,114,1,26,1,0
150080005000125,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,0,725,206,202,2,0,2,201,5,125,2,3,63,3
150080005000126,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,0,814,230,187,41,0,2,230,6,192,7,22,3,0
150080005000127,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,0,971,375,78,287,0,10,375,96,260,16,0,0,3
150080005000128,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,1,1831,250,67,182,0,1,250,127,122,1,0,0,0
150080005000129,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,1,2041,228,199,28,0,1,228,43,5,180,0,0,0
150080005000130,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,1,1459,197,188,9,0,0,197,172,24,0,0,0,1
150080005000131,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,1,4613,104,2,102,0,0,104,87,17,0,0,0,0
150080005000132,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,1,6108,138,1,134,0,3,138,1,136,0,0,0,1
150080005000133,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,0,1128,215,0,211,0,4,215,18,158,6,33,0,0
150080005000134,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,0,949,246,102,142,0,2,246,28,180,38,0,0,0
150080005000135,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,1,1317,276,11,260,0,5,276,14,20,242,0,0,0
150080005000136,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,0,1349,299,19,156,0,124,292,64,115,9,18,86,0
150080005000137,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,1,1488,221,34,183,0,4,221,106,113,2,0,0,0
150080005000138,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,1,2223,375,10,363,0,2,375,48,140,184,2,0,1
150080005000139,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,0,447,396,0,279,0,117,390,52,201,12,124,1,0
150080005000140,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,0,1041,343,34,305,0,4,339,27,8,301,2,0,1
150080005000141,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,0,959,388,6,377,0,5,388,19,48,309,12,0,0
150080005000142,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,0,1257,318,17,286,0,15,318,6,281,25,5,0,1
150080005000143,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,0,1187,167,6,148,0,13,167,4,157,3,3,0,0
150080005000144,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,0,533,268,3,162,0,103,247,30,85,22,72,21,17
150080005000145,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,0,576,218,0,194,0,24,216,12,2,167,30,5,0
150080005000146,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,0,1022,173,1,170,0,2,173,0,161,12,0,0,0
150080005000147,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,0,800,206,3,137,0,66,206,26,4,171,2,0,3
150080005000148,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,0,829,430,92,326,0,12,429,1,4,406,15,0,3
150080005000149,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,0,1069,220,10,169,0,41,214,15,46,143,0,10,0
150080005000150,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,0,533,246,0,205,0,41,238,0,224,5,2,0,7
150080005000151,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,0,704,354,13,237,0,104,336,0,12,307,9,3,5
150080005000152,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,1,1199,200,0,198,0,2,199,15,12,170,2,0,0
150080005000153,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,0,671,307,6,204,0,97,273,2,198,49,11,13,0
150080005000154,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,0,669,344,16,272,0,56,320,12,44,247,14,0,3
150080005000155,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,0,1110,182,11,128,0,43,182,119,49,11,2,1,0
150080005000156,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,1,996,239,195,34,0,10,233,15,2,214,0,0,2
150080005000157,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,0,458,279,12,211,0,56,263,12,1,249,1,0,0
150080005000158,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,0,643,424,281,109,0,34,402,8,381,0,5,0,8
150080005000159,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,0,481,429,273,75,0,81,424,14,13,382,12,0,3
150080005000160,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,0,407,275,0,210,1,64,261,0,7,246,2,0,6
150080005000161,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,0,471,225,1,158,0,66,200,0,3,193,0,0,4
150080005000162,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,1,741,158,6,129,0,23,153,2,56,70,23,0,2
150080005000163,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,0,810,274,166,91,0,17,273,14,254,0,5,0,0
150080005000164,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,0,677,262,84,142,0,36,261,14,6,237,1,0,3
150080005000165,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,0,618,348,45,246,0,57,347,9,38,294,4,1,1
150080005000166,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,1,1025,261,235,24,0,2,261,47,65,148,1,0,0
150080005000167,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,1,909,197,185,11,0,1,197,6,18,171,2,0,0
150080005000168,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,1,719,178,172,6,0,0,178,10,112,56,0,0,0
150080005000169,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,1,772,247,235,10,0,2,245,11,14,214,5,0,1
150080005000170,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,0,491,334,216,100,0,18,326,9,41,267,5,0,4
150080005000171,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,0,480,271,70,168,0,33,260,8,32,202,15,0,3
150080005000172,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,0,434,375,1,305,0,69,352,0,0,347,2,0,3
150080005000173,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,0,547,380,10,282,0,88,371,1,45,316,7,0,2
150080005000174,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,0,730,427,7,372,0,48,427,0,412,5,7,0,3
150080005000175,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,0,799,547,30,424,0,93,545,34,35,465,9,2,0
150080005000176,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,0,795,176,4,148,0,24,174,0,3,170,0,1,0
150080005000177,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,1,788,260,0,260,0,0,260,106,2,152,0,0,0
150080005000178,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,0,756,375,21,327,0,27,374,0,2,366,0,5,1
150080005000179,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,1,1125,209,186,18,0,5,209,19,39,151,0,0,0
150080005000180,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,1,2504,248,7,196,0,45,248,24,199,1,23,1,0
150080005000181,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,1,1423,254,55,197,0,2,254,8,246,0,0,0,0
150080005000182,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,0,656,209,59,122,0,28,209,5,25,176,3,0,0
150080005000183,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,0,778,167,30,123,0,14,167,14,9,142,0,0,2
150080005000184,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,0,807,145,15,122,0,8,144,15,7,112,7,0,3
150080005000185,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,1,660,304,11,264,0,29,303,44,8,249,0,0,2
150080005000186,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,1,656,222,3,211,0,8,219,23,29,164,2,0,1
150080005000187,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,1,950,372,6,333,0,33,368,1,16,351,0,0,0
150080005000188,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,0,542,242,23,134,0,85,238,1,3,226,6,0,2
150080005000189,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,1,866,533,1,510,0,22,533,22,303,207,0,0,1
150080005000190,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,0,570,171,26,140,0,5,170,37,7,121,5,0,0
150080005000191,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,0,724,276,74,179,0,23,275,5,8,262,0,0,0
150080005000192,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,0,520,327,95,186,0,46,324,46,7,258,13,0,0
150080005000193,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,0,754,320,28,273,0,19,320,1,14,305,0,0,0
150080005000194,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,0,506,291,82,202,0,7,282,1,10,267,2,0,2
150080005000195,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,0,552,278,48,207,0,23,277,0,5,272,0,0,0
150080005000196,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,0,506,251,63,165,0,23,247,3,16,219,8,0,1
150080005000197,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,0,678,434,138,287,0,9,433,0,0,433,0,0,0
150080005000198,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,0,592,275,24,248,0,3,273,1,256,16,0,0,0
150080005000199,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,0,627,174,8,144,0,22,172,0,4,167,0,0,1
150080005000200,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,1,5976,583,253,106,0,224,583,212,147,210,4,0,10
150080005000201,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,1,2644,275,244,30,0,1,274,12,248,14,0,0,0
150080005000202,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,1,1733,154,131,20,0,3,154,2,1,149,2,0,0
150080005000203,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,1,1804,302,270,27,0,5,302,6,265,31,0,0,0
150080005000204,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,1,1958,352,287,60,0,5,352,8,200,137,7,0,0
150080005000205,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,1,1604,265,190,74,0,1,265,52,203,10,0,0,0
150080005000206,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,1,1175,321,202,119,0,0,321,50,91,180,0,0,0
150080005000207,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,1,1618,387,304,83,0,0,387,27,320,40,0,0,0
150080005000208,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,1,1611,216,192,23,0,1,216,85,131,0,0,0,0
150080005000209,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,1,1690,330,286,41,0,3,330,41,268,19,0,1,1
150080005000210,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,1,1127,281,39,217,0,25,281,204,6,71,0,0,0
150080005000211,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,1,1171,289,1,274,0,14,289,207,1,81,0,0,0
150080005000212,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,1,1214,285,2,278,0,5,285,168,4,113,0,0,0
150080005000213,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,1,1119,273,4,257,0,12,271,234,6,30,1,0,0
150080005000214,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,0,821,311,218,86,0,7,311,148,2,161,0,0,0
150080005000215,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,1,1647,294,228,35,0,31,294,16,275,3,0,0,0
150080005000216,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,1,1762,184,169,14,0,1,184,53,127,2,0,0,2
150080005000217,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,1,1486,317,230,71,0,16,317,163,3,149,2,0,0
150080005000218,ANANINDEUA,1500800,urban,Metropolitan Region of Belém,1,1006,298,203,95,0,0,298,46,8,244,0,0,0
