sector_code,municipality_name,municipality_code,sector_situation,MR_name,sector_type,avg_income,total_households,piped_water,well_spring_water,stored_rainwater,other_water_source,private_bathroom,bathroom_sewerage,bathroom_septic_tank,bathroom_cesspit,bathroom_ditch,bathroom_waterbodies,bathroom_other
150140250000088,BELÉM,1501402,urban,Metropolitan Region of Belém,1,516,315,255,60,0,0,315,3,0,301,9,1,1
150140250000089,BELÉM,1501402,urban,Metropolitan Region of Belém,0,828,491,469,18,0,4,487,3,2,480,1,0,1
150140250000090,BELÉM,1501402,urban,Metropolitan Region of Belém,1,1096,340,250,87,0,3,339,15,14,303,7,0,0
150140250000091,BELÉM,1501402,urban,Metropolitan Region of Belém,1,952,301,266,34,0,1,300,9,2,289,0,0,0
150140250000092,BELÉM,1501402,urban,Metropolitan Region of Belém,1,1460,308,229,79,0,0,308,43,253,12,0,0,0
150140250000093,BELÉM,1501402,urban,Metropolitan Region of Belém,1,1142,180,175,5,0,0,180,9,19,152,0,0,0
150140250000094,BELÉM,1501402,urban,Metropolitan Region of Belém,1,774,305,299,5,0,1,304,97,127,80,0,0,0
150140250000095,BELÉM,1501402,urban,Metropolitan Region of Belém,0,1345,136,136,0,0,0,136,87,6,43,0,0,0
150140250000096,BELÉM,1501402,urban,Metropolitan Region of Belém,0,1019,351,319,25,4,3,351,144,22,152,31,0,2
150140250000097,BELÉM,1501402,urban,Metropolitan Region of Belém,0,792,372,335,37,0,0,372,85,282,2,3,0,0
150140250000098,BELÉM,1501402,urban,Metropolitan Region of Belém,1,2438,257,256,1,0,0,257,248,9,0,0,0,0
150140250000099,BELÉM,1501402,urban,Metropolitan Region of Belém,1,1304,366,346,11,0,9,366,261,6,13,86,0,0
150140250000100,BELÉM,1501402,urban,Metropolitan Region of Belém,1,700,257,195,62,0,0,257,11,1,227,14,0,4
150140250000101,BELÉM,1501402,urban,Metropolitan Region of Belém,1,637,173,2,3,0,168,171,1,154,14,2,0,0
150140250000102,BELÉM,1501402,urban,Metropolitan Region of Belém,1,794,308,12,272,0,24,304,1,3,290,6,0,4
150140250000103,BELÉM,1501402,urban,Metropolitan Region of Belém,1,627,175,5,160,0,10,173,12,133,14,12,0,2
150140250000104,BELÉM,1501402,urban,Metropolitan Region of Belém,1,528,186,1,179,0,6,185,1,133,45,0,0,6
150140250000105,BELÉM,1501402,urban,Metropolitan Region of Belém,1,501,225,4,213,0,8,216,5,178,12,14,0,7
150140250000106,BELÉM,1501402,urban,Metropolitan Region of Belém,1,621,381,2,292,0,87,355,2,2,314,0,0,37
150140250000107,BELÉM,1501402,urban,Metropolitan Region of Belém,1,893,274,152,122,0,0,274,7,64,203,0,0,0
150140250000108,BELÉM,1501402,urban,Metropolitan Region of Belém,1,816,220,106,114,0,0,220,36,180,0,4,0,0
150140250000109,BELÉM,1501402,urban,Metropolitan Region of Belém,1,618,230,130,98,0,2,230,52,174,0,4,0,0
150140250000110,BELÉM,1501402,urban,Metropolitan Region of Belém,1,744,224,136,88,0,0,224,9,212,0,0,0,3
150140250000111,BELÉM,1501402,urban,Metropolitan Region of Belém,1,448,521,47,464,0,10,517,5,495,5,10,0,2
150140250000112,BELÉM,1501402,urban,Metropolitan Region of Belém,1,452,191,15,111,0,65,156,13,2,63,0,0,78
150140250000113,BELÉM,1501402,urban,Metropolitan Region of Belém,1,660,467,11,453,0,3,462,3,0,443,6,0,10
150140250000114,BELÉM,1501402,urban,Metropolitan Region of Belém,1,490,276,9,255,0,12,274,7,187,64,11,0,5
150140250000115,BELÉM,1501402,urban,Metropolitan Region of Belém,1,516,313,248,1,0,64,312,33,26,17,2,21,213
150140250000116,BELÉM,1501402,urban,Metropolitan Region of Belém,0,368,248,48,168,0,32,220,12,104,6,0,0,98
150140250000117,BELÉM,1501402,urban,Metropolitan Region of Belém,0,580,285,53,186,0,46,282,18,32,211,10,0,11
150140250000118,BELÉM,1501402,urban,Metropolitan Region of Belém,0,444,186,35,120,0,31,173,4,0,143,9,0,17
150140250000119,BELÉM,1501402,urban,Metropolitan Region of Belém,0,487,181,7,133,0,41,173,4,3,133,0,0,33
150140250000120,BELÉM,1501402,urban,Metropolitan Region of Belém,0,458,288,23,194,0,71,260,5,9,144,1,0,101
150140250000121,BELÉM,1501402,urban,Metropolitan Region of Belém,1,523,40,4,32,0,4,40,2,16,11,11,0,0
150140250000122,BELÉM,1501402,urban,Metropolitan Region of Belém,1,674,325,294,24,0,7,322,1,4,310,7,0,0
150140250000123,BELÉM,1501402,urban,Metropolitan Region of Belém,0,597,479,478,1,0,0,470,36,161,4,59,209,1
150140255000001,BELÉM,1501402,urban,Metropolitan Region of Belém,0,646,202,202,0,0,0,202,169,32,0,1,0,0
150140255000002,BELÉM,1501402,urban,Metropolitan Region of Belém,0,761,365,365,0,0,0,364,291,21,0,1,45,6
150140255000003,BELÉM,1501402,urban,Metropolitan Region of Belém,0,777,190,190,0,0,0,190,172,17,1,0,0,0
150140255000004,BELÉM,1501402,urban,Metropolitan Region of Belém,0,699,343,332,11,0,0,339,156,55,80,2,46,0
150140255000005,BELÉM,1501402,urban,Metropolitan Region of Belém,0,795,446,441,5,0,0,436,52,55,47,128,153,1
150140255000006,BELÉM,1501402,urban,Metropolitan Region of Belém,0,504,82,82,0,0,0,82,68,6,0,3,5,0
150140255000007,BELÉM,1501402,urban,Metropolitan Region of Belém,0,744,663,663,0,0,0,656,654,0,1,1,0,0
150140255000008,BELÉM,1501402,urban,Metropolitan Region of Belém,0,576,191,190,1,0,0,191,189,0,0,0,0,2
150140255000009,BELÉM,1501402,urban,Metropolitan Region of Belém,0,474,124,123,1,0,0,120,15,20,83,1,1,0
150140255000010,BELÉM,1501402,urban,Metropolitan Region of Belém,0,836,269,265,1,0,3,266,99,140,5,20,0,2
150140255000011,BELÉM,1501402,urban,Metropolitan Region of Belém,0,645,526,512,9,0,5,516,246,219,25,26,0,0
150140255000012,BELÉM,1501402,urban,Metropolitan Region of Belém,0,479,280,273,0,0,7,280,30,143,1,102,0,4
150140255000013,BELÉM,1501402,urban,Metropolitan Region of Belém,0,796,231,231,0,0,0,229,31,174,10,13,0,1
150140255000014,BELÉM,1501402,urban,Metropolitan Region of Belém,0,491,154,154,0,0,0,154,2,2,141,9,0,0
150140255000015,BELÉM,1501402,urban,Metropolitan Region of Belém,0,453,258,258,0,0,0,258,81,173,2,0,1,1
150140255000016,BELÉM,1501402,urban,Metropolitan Region of Belém,0,370,197,195,0,0,2,187,124,30,4,26,1,2
150140255000017,BELÉM,1501402,urban,Metropolitan Region of Belém,0,735,359,358,1,0,0,358,265,10,1,82,0,0
150140255000018,BELÉM,1501402,urban,Metropolitan Region of Belém,0,817,258,255,0,0,3,258,60,163,1,30,1,3
150140255000019,BELÉM,1501402,urban,Metropolitan Region of Belém,0,627,326,322,2,0,2,324,15,19,223,66,0,1
150140255000020,BELÉM,1501402,urban,Metropolitan Region of Belém,0,860,350,336,12,0,2,350,65,17,239,29,0,0
150140255000021,BELÉM,1501402,urban,Metropolitan Region of Belém,0,1064,329,328,0,0,1,328,159,126,43,0,0,0
150140255000022,BELÉM,1501402,urban,Metropolitan Region of Belém,0,392,146,146,0,0,0,146,145,0,0,1,0,0
150140255000023,BELÉM,1501402,urban,Metropolitan Region of Belém,0,1347,305,299,6,0,0,304,140,81,73,9,0,1
150140255000024,BELÉM,1501402,urban,Metropolitan Region of Belém,0,721,444,436,7,0,1,444,395,29,3,17,0,0
150140255000025,BELÉM,1501402,urban,Metropolitan Region of Belém,0,880,246,246,0,0,0,246,221,24,1,0,0,0
150140255000026,BELÉM,1501402,urban,Metropolitan Region of Belém,1,1588,203,203,0,0,0,203,92,111,0,0,0,0
150140255000027,BELÉM,1501402,urban,Metropolitan Region of Belém,1,1612,204,195,7,0,2,204,136,67,1,0,0,0
150140255000028,BELÉM,1501402,urban,Metropolitan Region of Belém,1,1165,175,173,2,0,0,175,93,66,15,1,0,0
150140255000029,BELÉM,1501402,urban,Metropolitan Region of Belém,0,1269,264,260,4,0,0,264,126,132,0,0,0,6
150140255000030,BELÉM,1501402,urban,Metropolitan Region of Belém,0,791,337,337,0,0,0,337,337,0,0,0,0,0
150140255000031,BELÉM,1501402,urban,Metropolitan Region of Belém,0,804,159,156,3,0,0,159,77,68,9,0,0,5
150140255000032,BELÉM,1501402,urban,Metropolitan Region of Belém,0,618,381,381,0,0,0,367,10,1,356,0,0,0
150140255000033,BELÉM,1501402,urban,Metropolitan Region of Belém,0,492,237,237,0,0,0,231,44,148,16,18,0,5
150140255000034,BELÉM,1501402,urban,Metropolitan Region of Belém,0,534,236,236,0,0,0,236,236,0,0,0,0,0
150140255000035,BELÉM,1501402,urban,Metropolitan Region of Belém,0,682,173,173,0,0,0,173,173,0,0,0,0,0
150140255000036,BELÉM,1501402,urban,Metropolitan Region of Belém,0,563,387,378,9,0,0,387,170,207,8,0,0,2
150140255000037,BELÉM,1501402,urban,Metropolitan Region of Belém,0,790,315,314,1,0,0,310,280,18,1,0,0,11
150140255000038,BELÉM,1501402,urban,Metropolitan Region of Belém,0,846,229,225,4,0,0,229,135,78,14,0,0,2
150140255000039,BELÉM,1501402,urban,Metropolitan Region of Belém,0,630,113,113,0,0,0,113,81,32,0,0,0,0
150140255000040,BELÉM,1501402,urban,Metropolitan Region of Belém,0,423,170,166,3,0,1,153,92,36,2,23,0,0
150140255000041,BELÉM,1501402,urban,Metropolitan Region of Belém,1,1227,231,231,0,0,0,231,173,55,2,1,0,0
150140255000042,BELÉM,1501402,urban,Metropolitan Region of Belém,1,593,265,256,9,0,0,264,160,31,59,13,1,0
150140255000043,BELÉM,1501402,urban,Metropolitan Region of Belém,1,2096,255,248,7,0,0,255,107,140,8,0,0,0
150140255000044,BELÉM,1501402,urban,Metropolitan Region of Belém,1,2630,255,243,9,0,3,255,142,78,35,0,0,0
150140255000045,BELÉM,1501402,urban,Metropolitan Region of Belém,1,2808,260,230,21,0,9,259,157,91,10,1,0,0
150140255000046,BELÉM,1501402,urban,Metropolitan Region of Belém,1,2353,372,364,7,0,1,370,144,225,0,1,0,0
150140255000047,BELÉM,1501402,urban,Metropolitan Region of Belém,0,991,234,230,4,0,0,232,79,19,132,0,0,2
150140255000048,BELÉM,1501402,urban,Metropolitan Region of Belém,0,735,273,271,1,0,1,272,253,15,3,1,0,0
150140255000049,BELÉM,1501402,urban,Metropolitan Region of Belém,0,699,192,189,3,0,0,192,166,23,0,2,0,1
150140255000050,BELÉM,1501402,urban,Metropolitan Region of Belém,0,368,142,142,0,0,0,142,139,1,2,0,0,0
150140255000051,BELÉM,1501402,urban,Metropolitan Region of Belém,0,561,233,231,0,0,2,233,127,98,5,2,1,0
150140255000052,BELÉM,1501402,urban,Metropolitan Region of Belém,0,562,232,232,0,0,0,231,185,45,0,1,0,0
150140255000053,BELÉM,1501402,urban,Metropolitan Region of Belém,0,738,278,278,0,0,0,278,136,102,40,0,0,0
150140255000054,BELÉM,1501402,urban,Metropolitan Region of Belém,0,870,278,277,1,0,0,278,72,146,1,58,1,0
150140255000055,BELÉM,1501402,urban,Metropolitan Region of Belém,0,715,384,363,9,0,12,384,44,0,325,15,0,0
150140255000056,BELÉM,1501402,urban,Metropolitan Region of Belém,0,838,175,174,1,0,0,175,112,3,58,2,0,0
150140255000057,BELÉM,1501402,urban,Metropolitan Region of Belém,0,920,430,428,2,0,0,430,426,2,1,0,1,0
150140255000058,BELÉM,1501402,urban,Metropolitan Region of Belém,0,958,292,292,0,0,0,292,196,96,0,0,0,0
150140255000059,BELÉM,1501402,urban,Metropolitan Region of Belém,0,621,193,193,0,0,0,193,104,89,0,0,0,0
150140255000060,BELÉM,1501402,urban,Metropolitan Region of Belém,0,790,153,151,1,0,1,153,102,47,3,0,0,1
150140255000061,BELÉM,1501402,urban,Metropolitan Region of Belém,0,572,384,384,0,0,0,383,381,2,0,0,0,0
150140255000062,BELÉM,1501402,urban,Metropolitan Region of Belém,0,1062,357,352,3,0,2,349,151,2,98,98,0,0
150140255000063,BELÉM,1501402,urban,Metropolitan Region of Belém,0,495,200,200,0,0,0,198,7,116,0,75,0,0
150140255000064,BELÉM,1501402,urban,Metropolitan Region of Belém,0,778,301,300,0,0,1,300,69,16,197,14,4,0
150140255000065,BELÉM,1501402,urban,Metropolitan Region of Belém,0,1275,343,334,8,0,1,343,129,203,5,5,1,0
150140255000066,BELÉM,1501402,urban,Metropolitan Region of Belém,1,931,426,424,1,0,1,424,68,349,1,5,0,1
150140255000067,BELÉM,1501402,urban,Metropolitan Region of Belém,0,1081,410,409,1,0,0,408,353,34,16,2,0,3
150140255000068,BELÉM,1501402,urban,Metropolitan Region of Belém,0,1048,338,338,0,0,0,338,168,152,4,12,2,0
150140255000069,BELÉM,1501402,urban,Metropolitan Region of Belém,0,432,191,187,0,0,4,188,25,139,0,23,0,1
150140255000070,BELÉM,1501402,urban,Metropolitan Region of Belém,0,389,194,192,0,0,2,186,46,120,4,16,0,0
150140255000071,BELÉM,1501402,urban,Metropolitan Region of Belém,0,490,310,310,0,0,0,309,301,6,2,0,0,0
150140255000072,BELÉM,1501402,urban,Metropolitan Region of Belém,0,826,332,332,0,0,0,332,24,206,41,59,0,2
150140255000073,BELÉM,1501402,urban,Metropolitan Region of Belém,0,657,285,276,0,0,9,285,26,208,11,11,0,29
150140255000074,BELÉM,1501402,urban,Metropolitan Region of Belém,0,863,203,200,0,0,3,203,68,123,2,7,0,3
150140255000075,BELÉM,1501402,urban,Metropolitan Region of Belém,0,1235,356,356,0,0,0,353,147,4,198,4,0,0
150140255000076,BELÉM,1501402,urban,Metropolitan Region of Belém,0,949,349,349,0,0,0,349,45,1,301,1,1,0
150140255000077,BELÉM,1501402,urban,Metropolitan Region of Belém,0,962,307,305,2,0,0,302,158,142,2,0,0,0
150140255000078,BELÉM,1501402,urban,Metropolitan Region of Belém,1,1121,313,312,1,0,0,313,86,206,21,0,0,0
150140255000079,BELÉM,1501402,urban,Metropolitan Region of Belém,0,671,294,280,13,0,1,293,226,46,15,6,0,0
150140255000080,BELÉM,1501402,urban,Metropolitan Region of Belém,0,1140,325,324,0,0,1,324,266,57,0,0,0,1
150140255000081,BELÉM,1501402,urban,Metropolitan Region of Belém,0,873,272,268,2,0,2,269,76,171,1,18,3,0
150140255000082,BELÉM,1501402,urban,Metropolitan Region of Belém,0,686,393,392,1,0,0,393,205,187,1,0,0,0
150140255000083,BELÉM,1501402,urban,Metropolitan Region of Belém,1,1411,259,256,3,0,0,259,76,177,5,1,0,0
150140255000084,BELÉM,1501402,urban,Metropolitan Region of Belém,0,685,310,308,1,0,1,310,171,69,67,2,0,1
150140255000085,BELÉM,1501402,urban,Metropolitan Region of Belém,0,576,306,303,1,0,2,280,242,22,2,13,0,1
150140255000086,BELÉM,1501402,urban,Metropolitan Region of Belém,0,812,414,412,1,0,1,410,252,5,3,148,2,0
150140255000087,BELÉM,1501402,urban,Metropolitan Region of Belém,0,872,286,284,2,0,0,285,105,157,1,22,0,0
150140255000088,BELÉM,1501402,urban,Metropolitan Region of Belém,0,620,265,260,0,0,5,264,170,20,1,72,0,1
150140255000089,BELÉM,1501402,urban,Metropolitan Region of Belém,0,621,87,85,0,0,2,87,58,5,24,0,0,0
150140255000090,BELÉM,1501402,urban,Metropolitan Region of Belém,0,764,212,211,1,0,0,212,29,24,150,9,0,0
150140255000091,BELÉM,1501402,urban,Metropolitan Region of Belém,0,1003,425,424,1,0,0,423,180,222,7,14,0,0
150140255000092,BELÉM,1501402,urban,Metropolitan Region of Belém,1,1610,107,107,0,0,0,107,36,71,0,0,0,0
150140255000093,BELÉM,1501402,urban,Metropolitan Region of Belém,0,734,74,74,0,0,0,74,35,39,0,0,0,0
150140255000094,BELÉM,1501402,urban,Metropolitan Region of Belém,0,918,331,331,0,0,0,331,49,279,2,1,0,0
150140255000095,BELÉM,1501402,urban,Metropolitan Region of Belém,0,768,376,372,2,0,2,373,112,236,15,10,0,0
150140255000096,BELÉM,1501402,urban,Metropolitan Region of Belém,0,1177,373,370,3,0,0,373,168,203,2,0,0,0
150140255000097,BELÉM,1501402,urban,Metropolitan Region of Belém,1,2292,424,348,76,0,0,424,248,87,89,0,0,0
150140255000098,BELÉM,1501402,urban,Metropolitan Region of Belém,0,678,266,259,7,0,0,246,10,55,181,0,0,0
150140255000099,BELÉM,1501402,urban,Metropolitan Region of Belém,1,1813,173,169,4,0,0,173,77,10,84,2,0,0
150140255000100,BELÉM,1501402,urban,Metropolitan Region of Belém,1,2899,307,302,5,0,0,304,208,90,2,3,0,1
150140255000101,BELÉM,1501402,urban,Metropolitan Region of Belém,1,2252,274,237,32,0,5,274,149,120,3,0,0,2
150140255000102,BELÉM,1501402,urban,Metropolitan Region of Belém,0,1317,475,464,9,0,2,475,379,91,3,1,0,1
150140255000103,BELÉM,1501402,urban,Metropolitan Region of Belém,0,1143,362,353,7,0,2,362,208,13,130,9,0,2
150140255000104,BELÉM,1501402,urban,Metropolitan Region of Belém,0,770,384,379,1,0,4,384,245,124,7,6,0,2
150140255000105,BELÉM,1501402,urban,Metropolitan Region of Belém,0,788,418,403,10,0,5,388,215,107,52,14,0,0
150140255000106,BELÉM,1501402,urban,Metropolitan Region of Belém,0,893,214,206,6,0,2,214,102,110,2,0,0,0
150140255000107,BELÉM,1501402,urban,Metropolitan Region of Belém,0,594,202,199,2,0,1,202,33,166,3,0,0,0
150140255000108,BELÉM,1501402,urban,Metropolitan Region of Belém,0,595,304,299,1,0,4,304,258,6,1,37,1,1
150140255000109,BELÉM,1501402,urban,Metropolitan Region of Belém,0,763,196,196,0,0,0,182,51,131,0,0,0,0
150140255000110,BELÉM,1501402,urban,Metropolitan Region of Belém,0,822,314,302,12,0,0,278,59,174,39,2,0,4
150140255000111,BELÉM,1501402,urban,Metropolitan Region of Belém,0,763,243,237,6,0,0,241,77,55,104,5,0,0
150140255000112,BELÉM,1501402,urban,Metropolitan Region of Belém,0,944,333,324,8,0,1,332,227,61,44,0,0,0
150140255000113,BELÉM,1501402,urban,Metropolitan Region of Belém,0,698,172,172,0,0,0,172,6,166,0,0,0,0
150140255000114,BELÉM,1501402,urban,Metropolitan Region of Belém,0,767,321,309,12,0,0,314,110,188,3,12,0,1
150140255000115,BELÉM,1501402,urban,Metropolitan Region of Belém,0,753,426,423,3,0,0,426,13,411,2,0,0,0
150140255000116,BELÉM,1501402,urban,Metropolitan Region of Belém,0,1161,404,390,12,0,2,404,49,4,340,11,0,0
150140255000117,BELÉM,1501402,urban,Metropolitan Region of Belém,0,779,284,284,0,0,0,284,36,24,214,10,0,0
150140255000118,BELÉM,1501402,urban,Metropolitan Region of Belém,0,881,298,297,0,0,1,295,12,2,267,14,0,0
150140255000119,BELÉM,1501402,urban,Metropolitan Region of Belém,0,725,134,133,1,0,0,133,82,4,40,7,0,0
150140255000120,BELÉM,1501402,urban,Metropolitan Region of Belém,0,270,245,245,0,0,0,245,20,220,2,1,0,2
150140255000121,BELÉM,1501402,urban,Metropolitan Region of Belém,0,1002,268,265,3,0,0,266,92,123,19,31,0,1
150140255000122,BELÉM,1501402,urban,Metropolitan Region of Belém,0,997,197,190,7,0,0,197,63,85,20,29,0,0
150140255000123,BELÉM,1501402,urban,Metropolitan Region of Belém,0,854,386,372,9,0,5,373,52,316,1,2,0,2
150140255000124,BELÉM,1501402,urban,Metropolitan Region of Belém,0,698,192,192,0,0,0,192,33,154,0,5,0,0
150140255000125,BELÉM,1501402,urban,Metropolitan Region of Belém,0,735,173,169,4,0,0,173,76,95,1,0,1,0
150140255000126,BELÉM,1501402,urban,Metropolitan Region of Belém,0,1197,253,229,24,0,0,251,73,178,0,0,0,0
150140255000127,BELÉM,1501402,urban,Metropolitan Region of Belém,0,1206,354,309,40,0,5,353,149,191,10,2,0,1
150140255000128,BELÉM,1501402,urban,Metropolitan Region of Belém,0,878,305,304,0,0,1,305,97,194,3,10,0,1
150140255000129,BELÉM,1501402,urban,Metropolitan Region of Belém,0,788,237,224,12,0,1,236,11,8,202,14,0,1
150140255000130,BELÉM,1501402,urban,Metropolitan Region of Belém,0,772,326,314,10,0,2,318,104,62,101,51,0,0
150140255000131,BELÉM,1501402,urban,Metropolitan Region of Belém,0,672,308,300,8,0,0,308,159,100,11,35,0,3
150140255000132,BELÉM,1501402,urban,Metropolitan Region of Belém,0,645,314,309,5,0,0,314,210,15,89,0,0,0
150140255000133,BELÉM,1501402,urban,Metropolitan Region of Belém,0,975,294,282,12,0,0,292,39,250,3,0,0,0
150140255000134,BELÉM,1501402,urban,Metropolitan Region of Belém,0,1334,264,242,19,0,3,264,85,169,6,0,0,4
150140255000135,BELÉM,1501402,urban,Metropolitan Region of Belém,0,1103,132,131,1,0,0,130,114,1,5,10,0,0
150140255000136,BELÉM,1501402,urban,Metropolitan Region of Belém,0,1609,234,219,15,0,0,234,59,165,5,5,0,0
150140255000137,BELÉM,1501402,urban,Metropolitan Region of Belém,0,934,233,229,1,0,3,232,36,192,0,4,0,0
150140255000138,BELÉM,1501402,urban,Metropolitan Region of Belém,0,795,299,247,42,0,10,285,73,40,162,10,0,0
150140255000139,BELÉM,1501402,urban,Metropolitan Region of Belém,0,936,332,198,132,0,2,332,83,249,0,0,0,0
150140255000140,BELÉM,1501402,urban,Metropolitan Region of Belém,1,1162,268,202,66,0,0,268,160,78,27,3,0,0
150140255000141,BELÉM,1501402,urban,Metropolitan Region of Belém,0,635,76,76,0,0,0,75,38,35,2,0,0,0
150140255000142,BELÉM,1501402,urban,Metropolitan Region of Belém,0,355,362,361,0,0,1,354,309,6,39,0,0,0
150140255000143,BELÉM,1501402,urban,Metropolitan Region of Belém,0,291,233,233,0,0,0,215,200,0,13,2,0,0
150140255000144,BELÉM,1501402,urban,Metropolitan Region of Belém,0,519,245,240,0,0,5,216,115,0,101,0,0,0
150140255000145,BELÉM,1501402,urban,Metropolitan Region of Belém,0,499,226,224,0,0,2,221,29,34,91,66,0,1
150140255000146,BELÉM,1501402,urban,Metropolitan Region of Belém,0,564,138,117,16,0,5,138,37,6,60,17,0,18
150140255000147,BELÉM,1501402,urban,Metropolitan Region of Belém,0,538,117,117,0,0,0,117,0,44,59,14,0,0
150140255000148,BELÉM,1501402,urban,Metropolitan Region of Belém,0,677,191,183,2,0,6,187,48,90,33,14,0,2
150140255000149,BELÉM,1501402,urban,Metropolitan Region of Belém,0,540,295,293,1,0,1,295,262,7,22,4,0,0
150140255000150,BELÉM,1501402,urban,Metropolitan Region of Belém,0,897,161,149,10,0,2,160,64,92,1,2,0,1
150140255000151,BELÉM,1501402,urban,Metropolitan Region of Belém,0,821,173,130,41,0,2,171,129,42,0,0,0,0
150140255000152,BELÉM,1501402,urban,Metropolitan Region of Belém,0,505,360,344,14,0,2,359,260,22,67,1,0,9
150140255000153,BELÉM,1501402,urban,Metropolitan Region of Belém,0,692,257,243,9,0,5,255,70,19,165,0,0,1
150140255000154,BELÉM,1501402,urban,Metropolitan Region of Belém,0,426,287,287,0,0,0,285,61,209,6,9,0,0
150140255000155,BELÉM,1501402,urban,Metropolitan Region of Belém,0,277,321,314,6,0,1,302,21,187,40,53,0,1
150140255000156,BELÉM,1501402,urban,Metropolitan Region of Belém,0,521,351,350,1,0,0,341,24,4,269,28,0,16
150140255000157,BELÉM,1501402,urban,Metropolitan Region of Belém,0,426,300,289,2,0,9,291,25,84,36,133,2,11
150140255000158,BELÉM,1501402,urban,Metropolitan Region of Belém,0,495,294,279,2,0,13,289,86,12,143,46,0,2
150140255000159,BELÉM,1501402,urban,Metropolitan Region of Belém,0,381,238,238,0,0,0,238,9,226,1,2,0,0
150140255000160,BELÉM,1501402,urban,Metropolitan Region of Belém,0,501,139,137,1,0,1,139,20,100,6,12,0,1
150140255000161,BELÉM,1501402,urban,Metropolitan Region of Belém,0,606,366,364,1,0,1,363,67,242,2,10,42,0
150140255000162,BELÉM,1501402,urban,Metropolitan Region of Belém,0,771,197,196,0,0,1,197,64,126,0,6,0,1
150140255000163,BELÉM,1501402,urban,Metropolitan Region of Belém,0,974,300,288,9,0,3,300,199,50,36,15,0,0
150140255000164,BELÉM,1501402,urban,Metropolitan Region of Belém,0,1146,178,173,4,0,1,177,110,61,3,3,0,0
150140255000165,BELÉM,1501402,urban,Metropolitan Region of Belém,0,2445,297,158,138,0,1,294,200,83,10,1,0,0
150140255000166,BELÉM,1501402,urban,Metropolitan Region of Belém,0,1394,339,326,12,0,1,339,130,203,6,0,0,0
150140255000167,BELÉM,1501402,urban,Metropolitan Region of Belém,0,686,235,235,0,0,0,234,101,125,4,0,0,4
150140255000169,BELÉM,1501402,urban,Metropolitan Region of Belém,1,1396,121,113,8,0,0,121,105,0,16,0,0,0
150140255000170,BELÉM,1501402,urban,Metropolitan Region of Belém,0,601,259,230,29,0,0,257,8,249,0,0,0,0
150140255000171,BELÉM,1501402,urban,Metropolitan Region of Belém,0,426,204,199,0,0,5,204,102,3,69,9,0,21
150140255000172,BELÉM,1501402,urban,Metropolitan Region of Belém,0,444,157,146,9,0,2,157,76,80,1,0,0,0
150140255000173,BELÉM,1501402,urban,Metropolitan Region of Belém,0,785,266,208,47,0,11,264,58,142,10,54,0,0
150140255000174,BELÉM,1501402,urban,Metropolitan Region of Belém,1,2509,265,173,59,0,33,265,99,90,75,1,0,0
150140255000175,BELÉM,1501402,urban,Metropolitan Region of Belém,0,961,387,323,61,0,3,384,67,279,26,12,0,0
150140255000176,BELÉM,1501402,urban,Metropolitan Region of Belém,0,485,381,330,9,0,42,325,136,4,183,0,0,2
150140255000177,BELÉM,1501402,urban,Metropolitan Region of Belém,0,655,209,206,2,0,1,201,34,1,140,25,0,1
150140255000178,BELÉM,1501402,urban,Metropolitan Region of Belém,0,519,283,272,7,0,4,281,172,15,53,40,0,1
150140255000179,BELÉM,1501402,urban,Metropolitan Region of Belém,0,783,381,366,11,0,4,379,203,159,10,2,0,5
150140255000180,BELÉM,1501402,urban,Metropolitan Region of Belém,0,1390,147,145,1,0,1,147,98,47,0,2,0,0
150140255000181,BELÉM,1501402,urban,Metropolitan Region of Belém,0,501,295,295,0,0,0,284,170,80,32,2,0,0
150140255000182,BELÉM,1501402,urban,Metropolitan Region of Belém,0,537,192,185,4,0,3,191,38,30,116,5,2,0
150140255000183,BELÉM,1501402,urban,Metropolitan Region of Belém,0,716,360,360,0,0,0,360,127,231,1,1,0,0
150140255000184,BELÉM,1501402,urban,Metropolitan Region of Belém,0,2221,320,301,18,0,1,320,238,61,20,1,0,0
150140255000185,BELÉM,1501402,urban,Metropolitan Region of Belém,1,2617,165,153,12,0,0,165,92,72,1,0,0,0
150140255000186,BELÉM,1501402,urban,Metropolitan Region of Belém,1,2715,124,124,0,0,0,124,122,2,0,0,0,0
150140255000187,BELÉM,1501402,urban,Metropolitan Region of Belém,0,753,301,301,0,0,0,301,298,3,0,0,0,0
150140255000188,BELÉM,1501402,urban,Metropolitan Region of Belém,1,1558,248,246,1,0,1,247,230,7,9,1,0,0
150140255000189,BELÉM,1501402,urban,Metropolitan Region of Belém,1,3459,156,142,13,0,1,154,122,31,0,1,0,0
150140255000190,BELÉM,1501402,urban,Metropolitan Region of Belém,1,2793,212,204,8,0,0,211,155,54,2,0,0,0
150140255000191,BELÉM,1501402,urban,Metropolitan Region of Belém,1,2795,292,271,20,0,1,292,162,113,5,10,0,2
150140255000192,BELÉM,1501402,urban,Metropolitan Region of Belém,1,1435,410,396,14,0,0,410,125,216,11,58,0,0
150140255000193,BELÉM,1501402,urban,Metropolitan Region of Belém,1,1856,322,310,12,0,0,322,203,12,107,0,0,0
150140255000194,BELÉM,1501402,urban,Metropolitan Region of Belém,1,1403,279,271,8,0,0,279,129,148,2,0,0,0
150140255000195,BELÉM,1501402,urban,Metropolitan Region of Belém,0,1265,303,299,3,0,1,303,113,95,3,92,0,0
