"";"sector_code";"municipality_name";"municipality_code";"sector_situation";"MR_name";"sector_type";"V005_bas";"V002_h01";"V012_h01";"V013_h01";"V014_h01";"V015_h01";"V016_h01";"V017_h01";"V018_h01";"V019_h01";"V020_h01";"V021_h01";"V022_h01";"V002_h02"
"979";"150140250000078";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";1269,41;222;189;33;0;0;222;106;114;1;0;0;1;826
"980";"150140250000079";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";2502,57;251;237;14;0;0;250;241;9;0;0;0;0;816
"981";"150140250000080";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";1745,86;198;183;15;0;0;198;82;44;72;0;0;0;749
"982";"150140250000081";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";1242,38;261;237;21;0;3;260;112;81;67;0;0;0;909
"983";"150140250000082";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";1309,18;238;211;27;0;0;237;89;141;7;0;0;0;814
"984";"150140250000083";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";1132,28;289;158;131;0;0;289;57;64;168;0;0;0;1141
"985";"150140250000084";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";1263,04;288;248;38;0;2;285;105;92;68;16;1;3;1034
"986";"150140250000085";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";1747,75;97;44;51;0;2;97;50;31;16;0;0;0;352
"987";"150140250000086";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";1277;330;236;84;0;10;321;24;167;129;1;0;0;1215
"988";"150140250000087";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";552,22;282;246;31;0;5;279;6;2;271;0;0;0;1016
"989";"150140250000088";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";516,84;315;255;60;0;0;315;3;0;301;9;1;1;1080
"990";"150140250000089";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";828,65;491;469;18;0;4;487;3;2;480;1;0;1;1910
"991";"150140250000090";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";1096,45;340;250;87;0;3;339;15;14;303;7;0;0;1303
"992";"150140250000091";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";952,41;301;266;34;0;1;300;9;2;289;0;0;0;1079
"993";"150140250000092";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";1460,4;308;229;79;0;0;308;43;253;12;0;0;0;1022
"994";"150140250000093";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";1142,18;180;175;5;0;0;180;9;19;152;0;0;0;641
"995";"150140250000094";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";774,19;305;299;5;0;1;304;97;127;80;0;0;0;1094
"996";"150140250000095";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";1345,21;136;136;0;0;0;136;87;6;43;0;0;0;523
"997";"150140250000096";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";1019,23;351;319;25;4;3;351;144;22;152;31;0;2;1282
"998";"150140250000097";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";792,73;372;335;37;0;0;372;85;282;2;3;0;0;1392
"999";"150140250000098";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";2438,41;257;256;1;0;0;257;248;9;0;0;0;0;1010
"1000";"150140250000099";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";1304,09;366;346;11;0;9;366;261;6;13;86;0;0;1481
"1001";"150140250000100";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";700,04;257;195;62;0;0;257;11;1;227;14;0;4;936
"1002";"150140250000101";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";637,51;173;2;3;0;168;171;1;154;14;2;0;0;652
"1003";"150140250000102";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";794,84;308;12;272;0;24;304;1;3;290;6;0;4;1173
"1004";"150140250000103";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";627,14;175;5;160;0;10;173;12;133;14;12;0;2;641
"1005";"150140250000104";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";528,06;186;1;179;0;6;185;1;133;45;0;0;6;733
"1006";"150140250000105";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";501,71;225;4;213;0;8;216;5;178;12;14;0;7;873
"1007";"150140250000106";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";621,88;381;2;292;0;87;355;2;2;314;0;0;37;1510
"1008";"150140250000107";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";893,67;274;152;122;0;0;274;7;64;203;0;0;0;1014
"1009";"150140250000108";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";816,13;220;106;114;0;0;220;36;180;0;4;0;0;788
"1010";"150140250000109";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";618,93;230;130;98;0;2;230;52;174;0;4;0;0;861
"1011";"150140250000110";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";744,67;224;136;88;0;0;224;9;212;0;0;0;3;835
"1012";"150140250000111";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";448,62;521;47;464;0;10;517;5;495;5;10;0;2;1835
"1013";"150140250000112";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";452,25;191;15;111;0;65;156;13;2;63;0;0;78;692
"1014";"150140250000113";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";660,04;467;11;453;0;3;462;3;0;443;6;0;10;1794
"1015";"150140250000114";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";490,37;276;9;255;0;12;274;7;187;64;11;0;5;941
"1016";"150140250000115";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";516,74;313;248;1;0;64;312;33;26;17;2;21;213;1179
"1017";"150140250000116";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";368,42;248;48;168;0;32;220;12;104;6;0;0;98;844
"1018";"150140250000117";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";580,94;285;53;186;0;46;282;18;32;211;10;0;11;1091
"1019";"150140250000118";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";444,41;186;35;120;0;31;173;4;0;143;9;0;17;676
"1020";"150140250000119";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";487,26;181;7;133;0;41;173;4;3;133;0;0;33;685
"1021";"150140250000120";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";458,13;288;23;194;0;71;260;5;9;144;1;0;101;1077
"1022";"150140250000121";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";523,25;40;4;32;0;4;40;2;16;11;11;0;0;142
"1023";"150140250000122";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";674,42;325;294;24;0;7;322;1;4;310;7;0;0;1135
"1024";"150140250000123";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";597,36;479;478;1;0;0;470;36;161;4;59;209;1;1654
"1025";"150140255000001";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";646,15;202;202;0;0;0;202;169;32;0;1;0;0;794
"1026";"150140255000002";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";761,07;365;365;0;0;0;364;291;21;0;1;45;6;1557
"1027";"150140255000003";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";777,06;190;190;0;0;0;190;172;17;1;0;0;0;828
"1028";"150140255000004";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";699,03;343;332;11;0;0;339;156;55;80;2;46;0;1453
"1029";"150140255000005";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";795,04;446;441;5;0;0;436;52;55;47;128;153;1;1912
"1030";"150140255000006";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";504,32;82;82;0;0;0;82;68;6;0;3;5;0;322
"1031";"150140255000007";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";744,99;663;663;0;0;0;656;654;0;1;1;0;0;2770
"1032";"150140255000008";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";576,99;191;190;1;0;0;191;189;0;0;0;0;2;845
"1033";"150140255000009";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";474,15;124;123;1;0;0;120;15;20;83;1;1;0;533
"1034";"150140255000010";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";836,03;269;265;1;0;3;266;99;140;5;20;0;2;1175
"1035";"150140255000011";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";645,11;526;512;9;0;5;516;246;219;25;26;0;0;1987
"1036";"150140255000012";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";479,43;280;273;0;0;7;280;30;143;1;102;0;4;1150
"1037";"150140255000013";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";796;231;231;0;0;0;229;31;174;10;13;0;1;973
"1038";"150140255000014";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";491,16;154;154;0;0;0;154;2;2;141;9;0;0;629
"1039";"150140255000015";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";453;258;258;0;0;0;258;81;173;2;0;1;1;1005
"1040";"150140255000016";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";370,2;197;195;0;0;2;187;124;30;4;26;1;2;957
"1041";"150140255000017";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";735,18;359;358;1;0;0;358;265;10;1;82;0;0;1553
"1042";"150140255000018";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";817,57;258;255;0;0;3;258;60;163;1;30;1;3;1062
"1043";"150140255000019";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";627,99;326;322;2;0;2;324;15;19;223;66;0;1;1351
"1044";"150140255000020";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";860,19;350;336;12;0;2;350;65;17;239;29;0;0;1477
"1045";"150140255000021";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";1064,63;329;328;0;0;1;328;159;126;43;0;0;0;1382
"1046";"150140255000022";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";392,49;146;146;0;0;0;146;145;0;0;1;0;0;678
"1047";"150140255000023";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";1347,34;305;299;6;0;0;304;140;81;73;9;0;1;1251
"1048";"150140255000024";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";721,06;444;436;7;0;1;444;395;29;3;17;0;0;1743
"1049";"150140255000025";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";880,11;246;246;0;0;0;246;221;24;1;0;0;0;1001
"1050";"150140255000026";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";1588,82;203;203;0;0;0;203;92;111;0;0;0;0;823
"1051";"150140255000027";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";1612,45;204;195;7;0;2;204;136;67;1;0;0;0;816
"1052";"150140255000028";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";1165,41;175;173;2;0;0;175;93;66;15;1;0;0;703
"1053";"150140255000029";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";1269,47;264;260;4;0;0;264;126;132;0;0;0;6;1017
"1054";"150140255000030";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";791,49;337;337;0;0;0;337;337;0;0;0;0;0;1436
"1055";"150140255000031";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";804,06;159;156;3;0;0;159;77;68;9;0;0;5;718
"1056";"150140255000032";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";618,04;381;381;0;0;0;367;10;1;356;0;0;0;1689
"1057";"150140255000033";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";492,27;237;237;0;0;0;231;44;148;16;18;0;5;1013
"1058";"150140255000034";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";534,93;236;236;0;0;0;236;236;0;0;0;0;0;960
"1059";"150140255000035";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";682,35;173;173;0;0;0;173;173;0;0;0;0;0;730
"1060";"150140255000036";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";563,54;387;378;9;0;0;387;170;207;8;0;0;2;1541
"1061";"150140255000037";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";790,31;315;314;1;0;0;310;280;18;1;0;0;11;1516
"1062";"150140255000038";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";846,66;229;225;4;0;0;229;135;78;14;0;0;2;929
"1063";"150140255000039";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";630,74;113;113;0;0;0;113;81;32;0;0;0;0;514
"1064";"150140255000040";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";423,12;170;166;3;0;1;153;92;36;2;23;0;0;759
"1065";"150140255000041";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";1227,76;231;231;0;0;0;231;173;55;2;1;0;0;944
"1066";"150140255000042";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";593,79;265;256;9;0;0;264;160;31;59;13;1;0;1101
"1067";"150140255000043";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";2096,31;255;248;7;0;0;255;107;140;8;0;0;0;898
"1068";"150140255000044";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";2630,07;255;243;9;0;3;255;142;78;35;0;0;0;951
"1069";"150140255000045";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";2808,65;260;230;21;0;9;259;157;91;10;1;0;0;883
"1070";"150140255000046";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";2353,06;372;364;7;0;1;370;144;225;0;1;0;0;1478
"1071";"150140255000047";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";991;234;230;4;0;0;232;79;19;132;0;0;2;966
"1072";"150140255000048";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";735,52;273;271;1;0;1;272;253;15;3;1;0;0;1218
"1073";"150140255000049";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";699,42;192;189;3;0;0;192;166;23;0;2;0;1;764
"1074";"150140255000050";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";368,91;142;142;0;0;0;142;139;1;2;0;0;0;607
"1075";"150140255000051";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";561,46;233;231;0;0;2;233;127;98;5;2;1;0;1159
"1076";"150140255000052";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";562,25;232;232;0;0;0;231;185;45;0;1;0;0;1057
"1077";"150140255000053";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";738,53;278;278;0;0;0;278;136;102;40;0;0;0;1175
"1078";"150140255000054";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";870,1;278;277;1;0;0;278;72;146;1;58;1;0;1046
"1079";"150140255000055";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";715,88;384;363;9;0;12;384;44;0;325;15;0;0;1841
"1080";"150140255000056";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";838,46;175;174;1;0;0;175;112;3;58;2;0;0;760
"1081";"150140255000057";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";920,62;430;428;2;0;0;430;426;2;1;0;1;0;1675
"1082";"150140255000058";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";958,43;292;292;0;0;0;292;196;96;0;0;0;0;1269
"1083";"150140255000059";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";621,69;193;193;0;0;0;193;104;89;0;0;0;0;757
"1084";"150140255000060";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";790,59;153;151;1;0;1;153;102;47;3;0;0;1;638
"1085";"150140255000061";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";572,32;384;384;0;0;0;383;381;2;0;0;0;0;1734
"1086";"150140255000062";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";1062,74;357;352;3;0;2;349;151;2;98;98;0;0;1413
"1087";"150140255000063";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";495,21;200;200;0;0;0;198;7;116;0;75;0;0;868
"1088";"150140255000064";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";778,81;301;300;0;0;1;300;69;16;197;14;4;0;1296
"1089";"150140255000065";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";1275,79;343;334;8;0;1;343;129;203;5;5;1;0;1431
"1090";"150140255000066";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";931,69;426;424;1;0;1;424;68;349;1;5;0;1;1663
"1091";"150140255000067";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";1081,49;410;409;1;0;0;408;353;34;16;2;0;3;1623
"1092";"150140255000068";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";1048,79;338;338;0;0;0;338;168;152;4;12;2;0;1408
"1093";"150140255000069";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";432,85;191;187;0;0;4;188;25;139;0;23;0;1;770
"1094";"150140255000070";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";389,23;194;192;0;0;2;186;46;120;4;16;0;0;740
"1095";"150140255000071";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";490,46;310;310;0;0;0;309;301;6;2;0;0;0;1393
"1096";"150140255000072";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";826,76;332;332;0;0;0;332;24;206;41;59;0;2;1312
"1097";"150140255000073";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";657,39;285;276;0;0;9;285;26;208;11;11;0;29;1111
"1098";"150140255000074";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";863,79;203;200;0;0;3;203;68;123;2;7;0;3;874
"1099";"150140255000075";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";1235,03;356;356;0;0;0;353;147;4;198;4;0;0;1437
"1100";"150140255000076";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";949,2;349;349;0;0;0;349;45;1;301;1;1;0;1395
"1101";"150140255000077";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";962,55;307;305;2;0;0;302;158;142;2;0;0;0;1072
"1102";"150140255000078";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";1121,76;313;312;1;0;0;313;86;206;21;0;0;0;1205
"1103";"150140255000079";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";671,67;294;280;13;0;1;293;226;46;15;6;0;0;1143
"1104";"150140255000080";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";1140,37;325;324;0;0;1;324;266;57;0;0;0;1;1250
"1105";"150140255000081";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";873,82;272;268;2;0;2;269;76;171;1;18;3;0;1082
"1106";"150140255000082";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";686,85;393;392;1;0;0;393;205;187;1;0;0;0;1686
"1107";"150140255000083";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";1411,41;259;256;3;0;0;259;76;177;5;1;0;0;957
"1108";"150140255000084";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";685,44;310;308;1;0;1;310;171;69;67;2;0;1;1237
"1109";"150140255000085";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";576,2;306;303;1;0;2;280;242;22;2;13;0;1;1211
"1110";"150140255000086";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";812,67;414;412;1;0;1;410;252;5;3;148;2;0;1669
"1111";"150140255000087";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";872,71;286;284;2;0;0;285;105;157;1;22;0;0;1216
"1112";"150140255000088";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";620,12;265;260;0;0;5;264;170;20;1;72;0;1;1096
"1113";"150140255000089";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";621,74;87;85;0;0;2;87;58;5;24;0;0;0;367
"1114";"150140255000090";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";764,25;212;211;1;0;0;212;29;24;150;9;0;0;848
"1115";"150140255000091";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";1003,35;425;424;1;0;0;423;180;222;7;14;0;0;1513
"1116";"150140255000092";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";1610,43;107;107;0;0;0;107;36;71;0;0;0;0;398
"1117";"150140255000093";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";734,05;74;74;0;0;0;74;35;39;0;0;0;0;370
"1118";"150140255000094";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";918,77;331;331;0;0;0;331;49;279;2;1;0;0;1347
"1119";"150140255000095";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";768,49;376;372;2;0;2;373;112;236;15;10;0;0;1519
"1120";"150140255000096";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";1177,6;373;370;3;0;0;373;168;203;2;0;0;0;1503
"1121";"150140255000097";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";2292,45;424;348;76;0;0;424;248;87;89;0;0;0;1454
"1122";"150140255000098";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";678,05;266;259;7;0;0;246;10;55;181;0;0;0;925
"1123";"150140255000099";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";1813,22;173;169;4;0;0;173;77;10;84;2;0;0;615
"1124";"150140255000100";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";2899,93;307;302;5;0;0;304;208;90;2;3;0;1;1031
"1125";"150140255000101";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";2252,91;274;237;32;0;5;274;149;120;3;0;0;2;984
"1126";"150140255000102";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";1317;475;464;9;0;2;475;379;91;3;1;0;1;1818
"1127";"150140255000103";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";1143,65;362;353;7;0;2;362;208;13;130;9;0;2;1421
"1128";"150140255000104";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";770,64;384;379;1;0;4;384;245;124;7;6;0;2;1608
"1129";"150140255000105";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";788,42;418;403;10;0;5;388;215;107;52;14;0;0;1773
"1130";"150140255000106";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";893,84;214;206;6;0;2;214;102;110;2;0;0;0;807
"1131";"150140255000107";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";594,92;202;199;2;0;1;202;33;166;3;0;0;0;891
"1132";"150140255000108";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";595,97;304;299;1;0;4;304;258;6;1;37;1;1;1181
"1133";"150140255000109";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";763,74;196;196;0;0;0;182;51;131;0;0;0;0;775
"1134";"150140255000110";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";822,42;314;302;12;0;0;278;59;174;39;2;0;4;1151
"1135";"150140255000111";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";763,97;243;237;6;0;0;241;77;55;104;5;0;0;1025
"1136";"150140255000112";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";944,59;333;324;8;0;1;332;227;61;44;0;0;0;1424
"1137";"150140255000113";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";698,12;172;172;0;0;0;172;6;166;0;0;0;0;716
"1138";"150140255000114";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";767,81;321;309;12;0;0;314;110;188;3;12;0;1;1280
"1139";"150140255000115";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";753,31;426;423;3;0;0;426;13;411;2;0;0;0;1594
"1140";"150140255000116";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";1161,86;404;390;12;0;2;404;49;4;340;11;0;0;1538
"1141";"150140255000117";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";779,64;284;284;0;0;0;284;36;24;214;10;0;0;1174
"1142";"150140255000118";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";881,36;298;297;0;0;1;295;12;2;267;14;0;0;1207
"1143";"150140255000119";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";725,28;134;133;1;0;0;133;82;4;40;7;0;0;578
"1144";"150140255000120";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";270,54;245;245;0;0;0;245;20;220;2;1;0;2;1041
"1145";"150140255000121";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";1002,54;268;265;3;0;0;266;92;123;19;31;0;1;1140
"1146";"150140255000122";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";997,96;197;190;7;0;0;197;63;85;20;29;0;0;758
"1147";"150140255000123";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";854,06;386;372;9;0;5;373;52;316;1;2;0;2;1396
"1148";"150140255000124";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";698,74;192;192;0;0;0;192;33;154;0;5;0;0;822
"1149";"150140255000125";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";735,58;173;169;4;0;0;173;76;95;1;0;1;0;689
"1150";"150140255000126";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";1197,16;253;229;24;0;0;251;73;178;0;0;0;0;959
"1151";"150140255000127";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";1206,99;354;309;40;0;5;353;149;191;10;2;0;1;1406
"1152";"150140255000128";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";878,8;305;304;0;0;1;305;97;194;3;10;0;1;1320
"1153";"150140255000129";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";788,07;237;224;12;0;1;236;11;8;202;14;0;1;986
"1154";"150140255000130";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";772,13;326;314;10;0;2;318;104;62;101;51;0;0;1375
"1155";"150140255000131";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";672,36;308;300;8;0;0;308;159;100;11;35;0;3;1318
"1156";"150140255000132";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";645,82;314;309;5;0;0;314;210;15;89;0;0;0;1278
"1157";"150140255000133";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";975,4;294;282;12;0;0;292;39;250;3;0;0;0;1139
"1158";"150140255000134";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";1334,24;264;242;19;0;3;264;85;169;6;0;0;4;1025
"1159";"150140255000135";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";1103,48;132;131;1;0;0;130;114;1;5;10;0;0;471
"1160";"150140255000136";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";1609,65;234;219;15;0;0;234;59;165;5;5;0;0;907
"1161";"150140255000137";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";934,62;233;229;1;0;3;232;36;192;0;4;0;0;965
"1162";"150140255000138";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";795,75;299;247;42;0;10;285;73;40;162;10;0;0;1171
