"";"sector_code";"municipality_name";"municipality_code";"sector_situation";"MR_name";"sector_type";"V005_bas";"V002_h01";"V012_h01";"V013_h01";"V014_h01";"V015_h01";"V016_h01";"V017_h01";"V018_h01";"V019_h01";"V020_h01";"V021_h01";"V022_h01";"V002_h02"
"523";"150140205000038";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";5795,87;341;261;80;0;0;341;336;5;0;0;0;0;1070
"524";"150140205000039";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";3148,65;126;126;0;0;0;126;126;0;0;0;0;0;355
"525";"150140205000040";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";1813,06;79;63;16;0;0;79;79;0;0;0;0;0;191
"526";"150140205000041";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";4106,59;157;141;16;0;0;157;147;9;0;0;0;1;524
"527";"150140205000042";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";2261,95;177;172;4;0;1;177;173;2;0;0;0;2;475
"528";"150140205000043";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";2228,05;293;131;162;0;0;293;292;1;0;0;0;0;756
"529";"150140205000044";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";2356,97;169;166;2;0;1;169;169;0;0;0;0;0;569
"530";"150140205000045";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";5074,83;147;144;3;0;0;147;141;5;0;0;0;1;586
"531";"150140205000046";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";2517,17;235;203;32;0;0;235;217;16;1;1;0;0;578
"532";"150140205000047";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";3470,7;317;166;151;0;0;317;308;9;0;0;0;0;1064
"533";"150140205000048";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";2495,88;162;152;8;0;2;162;162;0;0;0;0;0;528
"534";"150140205000049";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";5524,03;300;167;133;0;0;300;296;4;0;0;0;0;968
"535";"150140205000050";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";6413,17;248;237;9;0;2;248;243;5;0;0;0;0;753
"536";"150140205000051";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";10747,58;288;96;192;0;0;288;172;116;0;0;0;0;988
"537";"150140205000052";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";5654,34;377;333;44;0;0;377;364;12;1;0;0;0;1171
"538";"150140205000053";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";3255,95;245;229;16;0;0;245;224;21;0;0;0;0;864
"539";"150140205000054";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";5667,72;402;143;259;0;0;402;172;230;0;0;0;0;1277
"540";"150140205000055";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";5114,93;205;154;51;0;0;205;164;41;0;0;0;0;632
"541";"150140205000056";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";7469,08;389;253;136;0;0;389;253;136;0;0;0;0;1394
"542";"150140205000057";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";4071,46;248;248;0;0;0;248;219;29;0;0;0;0;768
"543";"150140205000058";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";3472,68;490;282;208;0;0;490;448;30;12;0;0;0;1444
"544";"150140205000059";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";2448,3;43;42;1;0;0;43;37;4;2;0;0;0;150
"545";"150140205000060";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";5201,97;565;460;89;0;16;565;491;49;25;0;0;0;1587
"546";"150140205000061";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";6567,64;378;145;233;0;0;378;276;98;4;0;0;0;1275
"547";"150140205000062";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";5315,65;329;212;110;0;7;329;297;27;4;0;1;0;1024
"548";"150140205000063";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";7159,47;363;197;157;0;9;362;358;4;0;0;0;0;1254
"549";"150140205000064";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";6064,99;315;220;84;0;11;315;287;27;0;1;0;0;1019
"550";"150140205000065";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";6582,91;235;119;116;0;0;235;220;14;0;1;0;0;852
"551";"150140205000066";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";5643,66;224;92;123;0;9;224;209;14;0;0;0;1;665
"552";"150140205000067";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";7834,66;341;177;163;0;1;341;270;66;3;0;0;2;1079
"553";"150140205000068";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";7166,1;196;180;16;0;0;196;191;4;1;0;0;0;895
"554";"150140205000069";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";5065,74;221;124;25;0;72;221;218;3;0;0;0;0;698
"555";"150140205000070";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";4778,96;247;94;151;0;2;247;240;7;0;0;0;0;710
"556";"150140205000071";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";4458,95;203;165;38;0;0;203;203;0;0;0;0;0;626
"557";"150140205000072";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";5218,68;325;323;2;0;0;325;324;1;0;0;0;0;1167
"558";"150140205000073";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";4801,51;338;67;270;0;1;338;323;15;0;0;0;0;947
"559";"150140205000074";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";5511,3;346;222;123;0;1;346;317;29;0;0;0;0;982
"560";"150140205000075";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";2967,93;432;404;28;0;0;430;236;192;1;1;0;0;1640
"561";"150140205000076";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";2877,52;256;244;12;0;0;256;190;62;4;0;0;0;871
"562";"150140205000077";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";3134,42;298;292;6;0;0;297;179;107;0;1;10;0;1087
"563";"150140205000078";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";5033,45;220;166;54;0;0;220;87;97;32;4;0;0;827
"564";"150140205000079";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";2302,38;317;252;64;1;0;317;312;5;0;0;0;0;1063
"565";"150140205000080";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";4337,54;310;306;4;0;0;310;200;104;6;0;0;0;1005
"566";"150140205000081";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";4387,87;519;334;184;0;1;519;105;223;191;0;0;0;1750
"567";"150140205000082";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";3714,23;345;335;10;0;0;345;188;155;2;0;0;0;1283
"568";"150140205000083";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";4022,54;210;128;82;0;0;210;127;83;0;0;0;0;683
"569";"150140205000084";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";3634,81;370;264;66;0;40;370;296;72;2;0;0;0;1221
"570";"150140205000085";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";6977,61;275;150;125;0;0;275;114;151;10;0;0;0;975
"571";"150140205000086";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";2844,68;326;319;7;0;0;326;253;65;8;0;0;0;1001
"572";"150140205000087";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";903,57;28;28;0;0;0;28;2;22;0;4;0;0;104
"573";"150140205000088";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";6986,1;287;162;124;0;1;287;230;57;0;0;0;0;879
"574";"150140205000089";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";5262,83;279;200;78;0;1;279;195;81;2;0;0;1;961
"575";"150140205000090";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";4358,4;126;116;10;0;0;126;77;49;0;0;0;0;448
"576";"150140205000091";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";6234,79;199;99;100;0;0;199;120;79;0;0;0;0;654
"577";"150140205000092";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";4391,84;332;205;127;0;0;332;119;211;2;0;0;0;1175
"578";"150140205000093";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";5516,62;360;156;203;0;1;360;248;110;1;1;0;0;1173
"579";"150140205000094";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";3696,37;295;152;139;0;4;295;161;101;21;3;1;8;858
"580";"150140205000095";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";4785,7;156;64;91;0;1;156;30;126;0;0;0;0;466
"581";"150140205000096";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";3776,5;371;272;99;0;0;371;212;138;2;17;0;2;1229
"582";"150140205000097";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";2320,74;261;260;1;0;0;261;185;65;11;0;0;0;889
"583";"150140205000098";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";3661,15;278;180;98;0;0;278;145;107;26;0;0;0;877
"584";"150140205000099";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";2140,46;139;104;35;0;0;138;80;55;3;0;0;0;528
"585";"150140205000100";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";5587,02;320;166;5;0;149;319;254;65;0;0;0;0;945
"586";"150140205000101";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";5806,92;368;222;141;0;5;368;322;42;3;1;0;0;1091
"587";"150140205000102";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";5372,87;271;146;124;1;0;270;147;123;0;0;0;0;855
"588";"150140205000103";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";3925,65;211;206;5;0;0;211;168;43;0;0;0;0;648
"589";"150140205000104";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";4201,42;271;218;53;0;0;271;244;26;1;0;0;0;817
"590";"150140205000105";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";4774,84;301;276;24;0;1;301;107;186;2;5;0;1;1071
"591";"150140205000106";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";2947,48;326;244;72;0;10;326;101;221;4;0;0;0;1146
"592";"150140205000107";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";5085,38;311;160;151;0;0;310;287;14;6;3;0;0;1023
"593";"150140205000108";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";5428,32;225;208;15;0;2;225;188;32;5;0;0;0;739
"594";"150140205000109";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";6122,95;198;173;25;0;0;198;188;10;0;0;0;0;724
"595";"150140205000110";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";4384,24;272;212;60;0;0;272;206;63;1;2;0;0;948
"596";"150140205000111";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";2645,86;354;313;41;0;0;354;169;163;14;4;0;4;1316
"597";"150140205000112";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";2148,22;249;210;34;0;5;248;120;108;15;2;1;2;886
"598";"150140205000113";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";2476,41;214;181;29;0;4;213;80;128;5;0;0;0;857
"599";"150140205000114";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";4269,58;243;102;128;0;13;242;13;209;16;0;0;4;876
"600";"150140205000115";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";5368,25;388;285;88;0;15;386;303;40;42;0;0;1;1276
"601";"150140205000116";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";4846,11;350;299;51;0;0;350;183;165;0;2;0;0;1219
"602";"150140205000117";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";3082,5;225;183;38;0;4;225;162;50;12;1;0;0;821
"603";"150140205000118";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";3126,57;408;363;45;0;0;406;280;13;7;8;97;1;1469
"604";"150140205000119";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";6679,63;314;228;85;0;1;314;270;36;0;7;0;1;1081
"605";"150140205000120";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";3891,27;82;78;4;0;0;82;63;19;0;0;0;0;223
"606";"150140205000121";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";2875,14;131;128;3;0;0;131;54;75;1;1;0;0;505
"607";"150140205000122";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";2936,66;256;182;74;0;0;255;236;11;0;0;8;0;931
"608";"150140205000123";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";1655,69;264;245;19;0;0;264;229;31;4;0;0;0;1050
"609";"150140205000124";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";3086,93;418;417;1;0;0;418;397;14;7;0;0;0;1221
"610";"150140205000125";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";1874,62;369;336;31;0;2;369;151;170;48;0;0;0;1301
"611";"150140205000126";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";4195,05;293;250;43;0;0;293;231;23;38;0;0;1;1093
"612";"150140205000127";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";4920,04;427;376;49;0;2;427;286;123;18;0;0;0;1405
"613";"150140205000128";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";3740,33;421;324;93;0;4;421;352;66;3;0;0;0;1708
"614";"150140205000129";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";3415,3;302;121;181;0;0;300;112;180;5;0;3;0;1010
"615";"150140205000130";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";2854,81;266;229;37;0;0;266;254;10;2;0;0;0;1064
"616";"150140205000131";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";2009,32;117;104;13;0;0;117;78;22;16;0;0;1;493
"617";"150140205000132";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";3312,98;320;145;171;0;4;320;84;235;1;0;0;0;1071
"618";"150140205000133";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";4037,81;242;168;70;0;4;242;131;109;0;2;0;0;798
"619";"150140205000134";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";2706,97;181;132;45;0;4;181;94;86;0;1;0;0;704
"620";"150140205000135";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";5201,52;423;418;3;0;2;422;385;25;11;1;0;0;1390
"621";"150140205000136";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";5538,38;164;116;5;0;43;164;96;57;11;0;0;0;562
"622";"150140205000137";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";3598,21;48;33;15;0;0;48;26;21;0;0;0;1;164
"623";"150140205000138";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";3428,34;360;221;139;0;0;360;227;115;18;0;0;0;1244
"624";"150140205000139";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";4764,45;502;307;139;0;56;502;119;172;210;1;0;0;1681
"625";"150140205000140";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";3488,98;157;94;63;0;0;157;148;0;9;0;0;0;552
"626";"150140205000141";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";3642,55;383;379;4;0;0;383;354;4;25;0;0;0;1192
"627";"150140205000142";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";2980,25;352;305;46;0;1;352;259;45;46;1;0;1;1164
"628";"150140205000143";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";4874,99;345;310;19;0;16;345;117;165;62;0;0;1;1106
"629";"150140205000144";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";3804,38;143;94;47;0;2;143;65;73;4;0;0;1;517
"630";"150140205000145";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";1227,31;307;289;13;0;5;306;227;5;61;10;0;3;1179
"631";"150140205000146";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";1339,41;282;255;13;0;14;281;161;42;72;6;0;0;1056
"632";"150140205000147";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";3412,44;370;342;24;0;4;369;251;59;59;0;0;0;1361
"633";"150140205000148";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";4171,72;334;207;124;0;3;332;85;231;16;0;0;0;1095
"634";"150140205000149";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";3121,75;156;108;13;0;35;156;25;9;96;0;26;0;513
"635";"150140205000150";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";3746,59;256;242;14;0;0;256;133;112;11;0;0;0;868
"636";"150140205000151";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";3298,02;336;172;164;0;0;336;222;28;83;1;1;1;1037
"637";"150140205000152";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";3245,36;148;142;5;0;1;148;69;57;21;0;1;0;527
"638";"150140205000153";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";2105,72;322;278;43;0;1;321;190;65;57;9;0;0;1248
"639";"150140205000154";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";3040,99;321;292;25;0;4;321;218;99;4;0;0;0;1255
"640";"150140205000155";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";4299,2;40;40;0;0;0;40;25;15;0;0;0;0;162
"641";"150140205000156";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";3224,78;307;301;5;0;1;307;170;11;124;2;0;0;1167
"642";"150140205000157";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";3752,69;231;169;62;0;0;231;128;63;40;0;0;0;755
"643";"150140205000158";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";4060,4;231;139;91;0;1;231;102;119;5;5;0;0;793
"644";"150140205000159";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";7113,42;38;38;0;0;0;38;22;16;0;0;0;0;134
"645";"150140205000161";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";4779,07;228;182;46;0;0;228;132;96;0;0;0;0;743
"646";"150140245000001";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";976,36;178;72;104;0;2;177;56;121;0;0;0;0;649
"647";"150140245000002";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";957,03;176;118;58;0;0;175;21;146;7;1;0;0;707
"648";"150140245000003";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";909,42;354;261;93;0;0;353;88;188;75;0;0;2;1353
"649";"150140245000004";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";705,19;280;242;37;0;1;278;81;21;174;0;0;2;1093
"650";"150140245000005";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";693,45;222;202;20;0;0;222;50;168;3;1;0;0;779
"651";"150140245000006";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";1119,18;223;209;14;0;0;223;69;133;20;0;0;1;847
"652";"150140245000007";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";1167,08;183;159;24;0;0;183;33;146;3;1;0;0;694
"653";"150140245000008";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";1804,32;328;315;13;0;0;327;22;254;51;0;0;0;1281
"654";"150140245000009";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";1334,35;321;298;22;0;1;320;5;263;52;0;0;0;1143
"655";"150140245000010";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";1430,87;342;47;295;0;0;342;341;1;0;0;0;0;849
"656";"150140245000011";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";1659,12;199;104;95;0;0;199;116;83;0;0;0;0;543
"657";"150140245000012";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";1789,42;236;123;113;0;0;236;233;3;0;0;0;0;581
"658";"150140245000013";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";1978,78;274;247;27;0;0;274;274;0;0;0;0;0;796
"659";"150140245000014";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";1965,3;235;164;7;0;64;234;205;27;2;0;0;0;614
"660";"150140245000015";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";1772,57;305;6;299;0;0;305;13;288;3;1;0;0;795
"661";"150140245000016";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";319,81;308;189;107;0;12;284;0;5;165;99;3;12;1223
"662";"150140245000017";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";445,14;305;200;96;0;9;305;175;130;0;0;0;0;1150
"663";"150140245000018";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";714,18;376;228;147;0;1;376;6;1;366;2;0;1;1487
"664";"150140245000019";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";613,71;308;195;113;0;0;308;2;304;1;1;0;0;1171
"665";"150140245000020";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";360,27;459;135;317;0;7;454;1;450;2;0;0;1;1798
"666";"150140245000021";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";772,28;304;193;110;0;1;304;41;254;2;7;0;0;1268
"667";"150140245000022";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";2101,85;320;147;173;0;0;320;49;39;230;2;0;0;1250
"668";"150140245000023";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";2361,31;343;161;181;0;1;343;125;196;22;0;0;0;1283
"669";"150140245000024";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";2430,53;318;155;130;0;33;317;167;73;71;5;0;1;1225
"670";"150140245000025";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";457,22;145;30;94;0;21;135;1;8;110;11;0;5;531
"671";"150140245000026";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";388,61;114;65;40;0;9;101;22;53;1;21;4;0;473
"672";"150140245000027";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";655,2;266;190;74;0;2;263;80;147;2;5;29;0;1067
"673";"150140245000028";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";706,88;225;135;89;0;1;225;45;15;160;5;0;0;879
"674";"150140245000029";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";520,14;309;267;41;0;1;261;60;5;160;0;0;36;1156
"675";"150140245000030";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";449,53;475;180;289;0;6;474;6;8;442;17;0;1;2168
"676";"150140245000031";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";507,3;307;200;99;0;8;302;112;2;186;1;1;0;1202
"677";"150140245000032";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";738,88;333;217;112;0;4;333;113;185;10;24;0;1;1247
"678";"150140245000033";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";733,1;294;123;147;0;24;293;88;6;193;6;0;0;1112
"679";"150140245000034";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";830,63;388;162;103;0;123;387;16;3;367;0;0;1;1410
"680";"150140245000035";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";733,37;427;229;170;0;28;425;18;9;385;12;0;1;1689
"681";"150140245000036";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";570;426;225;190;0;11;426;24;400;2;0;0;0;1416
"682";"150140245000037";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";1045,05;144;63;77;0;4;144;58;0;86;0;0;0;551
"683";"150140245000038";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";824;254;91;160;0;3;253;100;151;2;0;0;0;955
"684";"150140245000039";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";831,26;340;164;168;0;8;338;94;4;240;0;0;0;1346
"685";"150140245000040";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";838,09;255;67;145;0;43;253;32;188;25;7;0;1;999
"686";"150140245000041";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";369,2;199;76;46;0;77;198;25;156;0;17;0;0;812
"687";"150140245000042";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";875,09;169;88;40;0;41;168;8;153;6;1;0;0;682
"688";"150140245000043";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";651,23;423;222;193;0;8;421;102;9;310;0;0;0;1570
"689";"150140245000044";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";714,74;368;301;66;0;1;361;141;163;49;6;0;2;1406
"690";"150140245000045";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";580,96;245;230;15;0;0;245;45;197;1;0;0;2;949
"691";"150140245000046";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";634,94;259;225;34;0;0;258;63;182;7;2;0;4;1080
"692";"150140245000047";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";734,11;227;192;32;0;3;223;58;1;162;1;0;1;914
"693";"150140245000048";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";613,71;339;315;24;0;0;338;60;5;273;0;0;0;1296
"694";"150140245000049";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";803,92;357;194;135;0;28;357;33;228;70;21;0;5;1356
"695";"150140245000050";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";927,12;189;135;49;0;5;188;124;63;0;1;0;0;843
"696";"150140245000051";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";733,3;299;240;53;0;6;287;192;18;72;2;2;1;1199
"697";"150140245000052";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";427,38;256;227;23;0;6;240;148;41;13;10;26;2;1080
"698";"150140245000053";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";554,85;421;352;49;0;20;384;19;176;10;65;110;4;1664
"699";"150140245000054";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";752,9;296;224;71;0;1;296;1;234;59;1;0;1;1149
"700";"150140245000055";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";637,74;310;258;51;0;1;305;4;5;294;2;0;0;1175
"701";"150140245000056";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";650,63;293;137;154;0;2;291;9;280;1;1;0;0;1174
"702";"150140245000057";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";6156,44;370;32;11;0;327;370;35;294;40;0;0;1;1298
"703";"150140245000058";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";658,41;252;25;118;0;109;240;22;91;121;0;0;6;967
"704";"150140245000059";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";408,1;438;5;333;0;100;428;2;245;149;17;1;14;1691
